filename,kappa
mgh7-20210220-74.npz,0.6183380957561946
mgh7-20211124-749.npz,0.5953150017403411
mgh5-20220213-923.npz,0.6291691057550145
mgh5-20211026-660.npz,0.7531882208090005
mgh7-20220302-963.npz,0.6266433763000442
mgh7-20220321-1022.npz,0.8686440860415683
mgh5-20210824-512.npz,0.45788022053717903
mgh5-20210621-375.npz,0.623973913994216
mgh2-20210217-67.npz,0.8932117458245195
mgh7-20220215-927.npz,0.674118663661735
mgh6-20220126-877.npz,0.8708543631750234
mgh5-20211114-720.npz,0.8576838400319196
mgh5-20211107-698.npz,0.9457119477403383
mgh5-20210927-588.npz,0.8639212781034593
mgh4-20220311-992.npz,0.753281185173192
mgh8-20210910-552.npz,0.8864763503802828
mgh2-20211103-686.npz,0.7186262912284951
mgh6-20220116-848.npz,0.8151630228724709
mgh5-20211025-659.npz,0.8220095487048759
mgh1-20210804-472.npz,0.8403654106450967
mgh5-20210215-63.npz,0.8145881617666206
mgh7-20210419-203.npz,0.8205010324041963
mgh5-20210702-404.npz,0.9437296922008794
mgh8-20211222-817.npz,0.9263235362833513
mgh7-20220207-906.npz,0.8341541748603389
mgh2-20220112-840.npz,0.7715068748450393
mgh1-20211107-699.npz,0.47032200316724426
mgh5-20211127-753.npz,0.8096858054773834
mgh1-20220131-887.npz,0.9214988266803239
mgh8-20210812-489.npz,0.875021410842139
mgh6-20210522-294.npz,0.40518583543129716
mgh7-20210720-439.npz,0.8932497850594268
mgh1-20211026-661.npz,0.8888869059304338
mgh7-20211023-653.npz,0.7307290677805203
mgh1-20211205-770.npz,0.8590708690107488
mgh7-20210517-280.npz,0.8689875382123223
mgh6-20210312-93.npz,0.8247614847237883
mgh8-20210420-205.npz,0.7644018062122755
mgh5-20210901-535.npz,0.8400319765958533
mgh6-20211123-745.npz,0.910041087003532
mgh5-20220131-888.npz,0.5877296870513924
mgh8-20210817-499.npz,0.9338618631575163
mgh4-20210811-486.npz,0.7045980601340919
mgh4-20210330-146.npz,0.8550522624677558
mgh1-20210702-405.npz,0.9102970434964323
mgh4-20210421-211.npz,0.7584304288871643
mgh6-20220321-1023.npz,0.8543146580031917
mgh1-20220308-982.npz,0.8310271734330379
mgh5-20210506-251.npz,0.834443884286008
mgh7-20211118-731.npz,0.48799618263696276
mgh5-20210807-478.npz,0.7386540922397322
mgh5-20210704-411.npz,0.9201106274936526
mgh6-20210803-469.npz,0.9037363820400903
mgh4-20210824-515.npz,0.7429684286301934
mgh5-20210831-531.npz,0.7641514714731524
mgh1-20220319-1017.npz,0.837010692540543
mgh6-20210717-431.npz,0.6198500394632992
mgh7-20210424-217.npz,0.8854131689828103
mgh5-20210313-98.npz,0.6585355324705758
mgh5-20211011-626.npz,0.700980291288906
mgh4-20210504-243.npz,0.8788545172550966
mgh5-20210524-299.npz,0.759836668283296
mgh5-20220306-972.npz,0.9367417933834616
mgh5-20211210-783.npz,0.8447490727033424
mgh5-20210809-480.npz,0.8543205329302911
mgh1-20211018-642.npz,0.9215234671835111
mgh5-20210622-377.npz,0.8953728437329521
mgh8-20210828-523.npz,0.5022801302931595
mgh5-20210823-510.npz,0.8649020925321559
mgh8-20210721-440.npz,0.7969537452537108
mgh2-20210210-50.npz,0.8865212886851096
mgh7-20210320-116.npz,0.8265121337868637
mgh1-20210807-477.npz,0.8996973363307087
mgh1-20210906-543.npz,0.2859213153989012
mgh1-20210831-530.npz,0.6494728160317425
mgh6-20210531-317.npz,0.8455128044867788
mgh5-20210822-509.npz,0.23663615939999205
mgh5-20210814-491.npz,0.7643897374939638
mgh5-20211030-674.npz,0.5191157584609185
mgh5-20210624-381.npz,0.8365233205438134
mgh6-20220226-953.npz,0.8312848599624385
mgh4-20211122-743.npz,0.8213042238755184
mgh4-20211102-681.npz,0.9191713306350098
mgh8-20210506-252.npz,0.9274237341578131
mgh5-20211124-751.npz,0.8976567386174311
mgh8-20210819-505.npz,0.6179222482256266
mgh5-20211018-643.npz,0.843875372593249
mgh1-20210809-481.npz,0.8302376700576265
mgh1-20211210-782.npz,0.8809010401188707
mgh8-20211014-632.npz,0.7794462347135016
mgh8-20211117-730.npz,0.800107315657723
mgh7-20211002-598.npz,0.8220998221938542
mgh2-20211011-627.npz,0.852813167682203
mgh5-20220109-830.npz,0.9067008157844811
mgh8-20210428-228.npz,0.8356884012381408
mgh8-20220307-977.npz,0.9533542761012119
mgh8-20211015-634.npz,0.855199728688743
mgh5-20210331-147.npz,0.8689671422794387
mgh1-20211116-725.npz,0.8758246437943249
mgh7-20220127-878.npz,0.6880150148408627
mgh1-20220320-1018.npz,0.8818531779338383
mgh8-20211116-727.npz,0.80063537480802
mgh7-20220210-914.npz,0.8343007551637338
mgh1-20211002-600.npz,0.8568395936770821
mgh8-20220218-933.npz,0.8707250461488292
mgh1-20210419-202.npz,0.7583761847309234
mgh1-20210507-256.npz,0.702043421069768
mgh1-20220218-931.npz,0.8861040022026332
mgh8-20210915-561.npz,0.9177394346856734
mgh4-20210518-285.npz,0.8011163285195357
mgh5-20210602-323.npz,0.8826849291854624
mgh8-20211007-615.npz,0.7783131517575129
mgh5-20210619-369.npz,0.8469061107226606
mgh4-20220112-841.npz,0.9426703394301958
mgh7-20210327-137.npz,0.7699312656643235
mgh8-20211110-709.npz,0.7951105864030846
mgh6-20210902-537.npz,0.7482067807118089
mgh5-20220314-1001.npz,0.8985740260820835
mgh5-20211116-724.npz,0.7592318992478101
mgh2-20211124-750.npz,0.8261373163840439
mgh4-20211103-689.npz,0.8845615661783046
mgh7-20210526-305.npz,0.865061755230202
mgh6-20211014-631.npz,0.856642924196436
mgh4-20211027-666.npz,0.9227678677118772
mgh7-20220305-970.npz,0.8391594008495417
mgh8-20220104-823.npz,0.82979192851261
mgh8-20211207-778.npz,0.5924111572844311
mgh1-20210619-368.npz,0.8005183632491378
mgh1-20210402-156.npz,0.6865616219416619
mgh5-20220125-872.npz,0.8292066263671979
mgh5-20210412-180.npz,0.8888972355769231
mgh5-20211002-601.npz,0.7145986981799548
mgh5-20210507-257.npz,0.8764045170723038
mgh4-20210206-42.npz,0.9195768989346345
mgh7-20210609-342.npz,0.8399357558723148
mgh5-20211108-702.npz,0.8783897312091828
mgh6-20210422-213.npz,0.8167862564975652
mgh4-20220123-867.npz,0.8809340176014208
mgh8-20220112-837.npz,0.36446858554579764
mgh1-20211213-796.npz,0.8647678405158262
mgh2-20210917-567.npz,0.6731885146297839
mgh7-20210717-429.npz,0.8739620793652816
mgh8-20211213-794.npz,0.8096801829822049
mgh5-20211024-656.npz,0.9011504640088979
mgh8-20210715-427.npz,0.8540991524689039
mgh7-20220119-855.npz,0.8250173250173249
mgh4-20210429-232.npz,0.8606362127438333
mgh4-20211105-692.npz,0.8976791976590944
mgh5-20211205-769.npz,0.7997350849179852
mgh7-20211018-644.npz,0.8237843903456288
mgh8-20210820-507.npz,0.8358212342914211
mgh4-20210313-96.npz,0.6819029380638009
mgh4-20210826-518.npz,0.8392620365554089
mgh8-20211027-665.npz,0.5053689741832306
mgh4-20210724-445.npz,0.8909240721976639
mgh1-20220224-949.npz,0.9321998474613545
mgh4-20210630-398.npz,0.7106692145246815
mgh7-20210807-476.npz,0.6717429518971132
mgh1-20210916-566.npz,0.896698530460836
mgh4-20210508-260.npz,0.7719907098427614
mgh5-20211106-697.npz,0.8194872872961905
mgh5-20210518-282.npz,0.9144211710505169
mgh4-20210925-585.npz,0.9516449620203054
mgh6-20210317-106.npz,0.9123005225250671
mgh5-20220212-922.npz,0.8452706461655007
mgh5-20211201-760.npz,0.6740472161791959
mgh8-20220220-939.npz,0.7490139319713338
mgh8-20210215-65.npz,0.8039303862931151
mgh4-20210408-170.npz,0.885305298611885
mgh5-20211115-721.npz,0.8173343369756727
mgh5-20211213-797.npz,0.8142229205244749
mgh6-20211212-791.npz,0.9222030830953056
mgh8-20210703-408.npz,0.8457029317817889
mgh1-20220321-1025.npz,0.6130516628320435
mgh8-20211123-746.npz,0.8490715073195658
mgh4-20211007-616.npz,0.7686843242196815
mgh5-20210123-11.npz,0.9413607967226091
mgh4-20210915-562.npz,0.7765720026688958
mgh4-20210331-149.npz,0.7047601076560964
mgh1-20210518-283.npz,0.6491937756956662
mgh6-20210609-345.npz,0.914058394339
mgh1-20210427-226.npz,0.8412748151403405
mgh4-20210419-204.npz,0.27795321437133946
mgh4-20210529-311.npz,0.8262321814483986
mgh8-20211106-694.npz,0.8036182178146379
mgh8-20210723-444.npz,0.935186046793894
mgh4-20210531-319.npz,0.8857918548995429
mgh8-20210401-151.npz,0.8709303869519885
mgh1-20210731-460.npz,0.8981101572169286
mgh4-20211211-785.npz,0.8703600290500013
mgh8-20220128-882.npz,0.7666780515272636
mgh8-20211013-628.npz,0.6452661367514254
mgh1-20210503-241.npz,0.878076573375208
mgh4-20220319-1015.npz,0.8623786806373588
mgh4-20220127-879.npz,0.9010259505129753
mgh5-20210606-334.npz,0.8634719875342757
mgh4-20220210-915.npz,0.867995160440504
mgh8-20210312-92.npz,0.8723717131537326
mgh8-20210416-194.npz,0.8585814395915778
mgh5-20210830-529.npz,0.8744155194283786
mgh8-20211028-670.npz,0.9120557098950594
mgh4-20211002-599.npz,0.7721509438706554
mgh8-20210708-413.npz,0.900544884143321
mgh8-20210409-173.npz,0.8665393062548188
mgh1-20210328-140.npz,0.9167653983027648
mgh6-20210623-379.npz,0.7196682873855418
mgh4-20210120-5.npz,0.7973480590527577
mgh4-20210901-534.npz,0.8503031544733516
mgh8-20220206-902.npz,0.8747387985040607
mgh5-20210511-268.npz,0.462151969620076
mgh1-20210618-366.npz,0.805135079397814
mgh7-20210421-208.npz,0.8465229955348074
mgh7-20220201-892.npz,0.48858975294163864
mgh8-20210831-533.npz,0.8226454527758711
mgh7-20210128-22.npz,0.6606047762714449
mgh4-20210327-136.npz,0.8572223547181811
mgh8-20220219-934.npz,0.910233888777354
mgh8-20211109-706.npz,0.7572305604948468
mgh8-20220320-1020.npz,0.8900523826389937
mgh7-20211024-657.npz,0.7145532933600807
mgh8-20220110-832.npz,0.8258643565593522
mgh6-20210925-583.npz,0.767523192833655
mgh7-20211123-744.npz,0.929244013106487
mgh5-20210710-416.npz,0.657098506138776
mgh1-20220219-936.npz,0.5422076081410512
mgh6-20210324-125.npz,0.9320623392343774
mgh7-20210518-284.npz,0.7774356054223343
mgh6-20211015-636.npz,0.8386227890136753
mgh1-20220105-826.npz,0.823477983213721
mgh6-20210402-158.npz,0.941381100254073
mgh7-20220301-960.npz,0.5420770484997623
mgh1-20210721-443.npz,0.81876104463101
mgh5-20210503-240.npz,0.34506806937363244
mgh4-20210123-10.npz,0.9271544431248218
mgh1-20211030-673.npz,0.8653566679503855
mgh1-20210606-335.npz,0.8788104159510401
mgh8-20211104-691.npz,0.8626076059896085
mgh1-20210629-396.npz,0.624915285282535
mgh5-20210411-178.npz,0.9064259965595013
mgh1-20210830-528.npz,0.8843406852720007
mgh4-20210617-362.npz,0.7214224339039874
mgh6-20210915-563.npz,0.8435623799916622
mgh5-20220219-937.npz,0.933845692141077
mgh7-20220123-866.npz,0.6713453677241978
mgh4-20220122-860.npz,0.9088088432465107
mgh2-20220223-944.npz,0.855675715248434
mgh8-20220310-989.npz,0.8786014836845396
mgh8-20211217-805.npz,0.9014502240405221
mgh5-20210430-234.npz,0.8052447298153746
mgh1-20210728-454.npz,0.8837214084205851
mgh4-20210311-90.npz,0.272604518672813
mgh6-20220224-947.npz,0.8476113236119633
mgh1-20220213-924.npz,0.8599195019360069
mgh1-20210914-558.npz,0.8930144617315492
mgh4-20220203-896.npz,0.8914646164337423
mgh7-20210130-28.npz,0.8294157874920278
mgh1-20210504-244.npz,0.8219319782891725
mgh1-20211004-605.npz,0.8941005398599373
mgh5-20220116-851.npz,0.5585314795942768
mgh5-20211017-640.npz,0.7815366268176063
mgh1-20210714-422.npz,0.9287081207892969
mgh8-20210617-361.npz,0.8656328547693094
mgh4-20210127-18.npz,0.9275040954303143
mgh6-20211112-717.npz,0.775974064671458
mgh7-20210602-325.npz,0.8228244223982955
mgh1-20210513-272.npz,0.8398862047140654
mgh6-20210805-473.npz,0.7892044926348171
mgh7-20220115-845.npz,0.9118513969910961
mgh4-20210721-442.npz,0.7847758843709578
mgh5-20210801-462.npz,0.8023428024646965
mgh1-20210617-364.npz,0.8678435030878323
mgh1-20210327-139.npz,0.7882279663656182
mgh5-20211122-739.npz,0.9023070817610621
mgh5-20210130-29.npz,0.5558557781674285
mgh5-20210211-56.npz,0.8264263338982181
mgh4-20210129-27.npz,0.8497714546354435
mgh1-20211017-641.npz,0.8926733795163658
mgh5-20210609-343.npz,0.9050599711305227
mgh5-20211212-790.npz,0.8562027013629561
mgh6-20210127-17.npz,0.854119988688521
mgh5-20220312-996.npz,0.6940209810596377
mgh4-20211109-705.npz,0.886832805861566
mgh8-20210605-332.npz,0.9109525664751145
mgh4-20210422-212.npz,0.8179324523506067
mgh7-20220125-873.npz,0.6216583406467292
mgh5-20210707-412.npz,0.8662640738210001
mgh7-20210412-181.npz,0.49758734078338984
mgh5-20211113-718.npz,0.6461351979259027
mgh7-20210331-148.npz,0.6666996740193847
mgh5-20210421-210.npz,0.7591027497917628
mgh6-20211201-761.npz,0.9162518266820325
mgh1-20210322-120.npz,0.9268892568360474
mgh5-20210914-559.npz,0.773626616557975
mgh5-20210317-107.npz,0.8321813870491417
